Jerusalem B-Jerusalem B-Jerusalem
needs O O
to O O
buy O O
this O O
house O O
, O O
' O O
' O O
Ronda O O
Needham O O
, O O
a O O
listing O O
agent O O
, O O
told O O
The O O
Dallas O O
Morning O O
News O O
. O O
The O O
people O O
who O O
own O O
this O O
house O O
set O O
it O O
up O O
around O O
their O O
two O O
baseball O O
- O O
playing O O
sons O O
. O O
It O O
' O O
s O O
a O O
very O O
sports O O
- O O
minded O O
house O O
. O O
The O O
Mets O O
, O O
once O O
considered O O
the O O
favorites O O
to O O
get O O
Rodriguez O O
, O O
have O O
slowed O O
their O O
chase O O
. O O
General O O
manager O O
Steve O O
Phillips O O
publicly O O
criticized O O
some O O
of O O
the O O
demands O O
supposedly O O
made O O
by O O
Boras O O
. O O
But O O
the O O
agent O O
says O O
Rodriguez O O
is O O
making O O
no O O
special O O
demands O O
. O O
` O O
` O O
I O O
can O O
' O O
t O O
anticipate O O
any O O
change O O
that O O
would O O
draw O O
us O O
back O O
into O O
it O O
, O O
' O O
' O O
Phillips O O
said O O
. O O
LONDON O O
( O O
AP O O
) O O
_ O O
After O O
three O O
defeats O O
in O O
the O O
House O O
of O O
Lords O O
, O O
Britain O O
' O O
s O O
Labor O O
government O O
resorted O O
to O O
rarely O O
used O O
powers O O
Thursday O O
to O O
pass O O
legislation O O
lowering O O
the O O
age O O
of O O
consent O O
for O O
homosexuals O O
from O O
18 O O
to O O
16 O O
. O O
House O O
of O O
Commons O O
speaker O O
Michael O O
Martin O O
said O O
he O O
was O O
invoking O O
the O O
Parliament O O
Act O O
to O O
force O O
through O O
a O O
Sexual O O
Offenses O O
Bill O O
that O O
makes O O
the O O
age O O
of O O
consent O O
the O O
same O O
for O O
both O O
homosexuals O O
and O O
heterosexuals O O
. O O
It O O
became O O
law O O
after O O
being O O
given O O
Royal O O
Assent O O
by O O
Queen O O
Elizabeth O O
II O O
. O O
Lawmakers O O
in O O
the O O
House O O
of O O
Commons O O
overwhelmingly O O
approved O O
the O O
bill O O
earlier O O
this O O
year O O
, O O
but O O
the O O
House O O
of O O
Lords O O
this O O
month O O
rejected O O
it O O
for O O
the O O
third O O
time O O
. O O
The O O
Lords O O
' O O
powers O O
, O O
however O O
, O O
are O O
limited O O
to O O
delaying O O
legislation O O
by O O
blocking O O
it O O
and O O
bouncing O O
it O O
back O O
to O O
the O O
House O O
of O O
Commons O O
. O O
The O O
Parliament O O
Act O O
was O O
created O O
to O O
ensure O O
that O O
the O O
will O O
of O O
the O O
country O O
' O O
s O O
elected O O
lawmakers O O
prevails O O
. O O
The O O
bill O O
brings O O
Britain O O
in O O
line O O
with O O
most O O
other O O
European O O
Union O O
nations O O
. O O
` O O
` O O
It O O
is O O
a O O
reform O O
which O O
, O O
in O O
my O O
personal O O
view O O
, O O
is O O
long O O
overdue O O
and O O
is O O
only O O
right O O
for O O
a O O
country O O
that O O
has O O
a O O
history O O
of O O
reform O O
and O O
challenging O O
prejudice O O
, O O
' O O
' O O
said O O
Home O O
Secretary O O
Jack O O
Straw O O
, O O
Britain O O
' O O
s O O
top O O
law O O
enforcement O O
officer O O
. O O
` O O
` O O
This O O
act O O
will O O
help O O
us O O
to O O
build O O
a O O
safe O O
, O O
just O O
and O O
tolerant O O
society O O
, O O
' O O
' O O
he O O
added O O
. O O
Angela O O
Mason O O
, O O
director O O
of O O
the O O
gay O O
rights O O
group O O
Stonewall O O
, O O
said O O
Parliament O O
' O O
s O O
action O O
was O O
` O O
` O O
a O O
great O O
step O O
toward O O
equality O O
. O O
' O O
' O O
` O O
` O O
When O O
the O O
history O O
books O O
come O O
to O O
be O O
written O O
I O O
believe O O
it O O
will O O
be O O
seen O O
as O O
the O O
moment O O
when O O
this O O
country O O
finally O O
began O O
to O O
change O O
, O O
when O O
lesbians O O
and O O
gay O O
men O O
started O O
to O O
take O O
our O O
place O O
as O O
equal O O
members O O
of O O
society O O
, O O
' O O
' O O
she O O
said O O
. O O
Peter O O
Tatchell O O
, O O
of O O
the O O
group O O
OutRage O O
! O O
, O O
said O O
: O O
` O O
` O O
This O O
victory O O
is O O
a O O
welcome O O
and O O
historic O O
milestone O O
in O O
the O O
long O O
struggle O O
for O O
gay O O
human O O
rights O O
. O O
' O O
' O O
` O O
` O O
My O O
only O O
regret O O
is O O
that O O
it O O
has O O
taken O O
33 O O
years O O
during O O
which O O
time O O
hundreds O O
of O O
gay O O
men O O
have O O
been O O
unjustly O O
jailed O O
for O O
victimless O O
relationships O O
. O O
' O O
' O O
However O O
, O O
family O O
values O O
campaigner O O
and O O
Conservative O O
ex O O
- O O
Leader O O
of O O
the O O
Lords O O
Baroness O O
Young O O
accused O O
the O O
government O O
of O O
behaving O O
in O O
a O O
` O O
` O O
completely O O
dictatorial O O
manner O O
' O O
' O O
toward O O
Parliament O O
. O O
Straw O O
dismissed O O
the O O
criticism O O
. O O
` O O
` O O
In O O
the O O
circumstances O O
I O O
believe O O
that O O
the O O
use O O
of O O
the O O
Parliament O O
Act O O
in O O
this O O
case O O
is O O
proper O O
and O O
justified O O
, O O
' O O
' O O
he O O
said O O
. O O
Five O O
years O O
ago O O
, O O
Parliament O O
narrowly O O
rejected O O
lowering O O
the O O
age O O
of O O
consent O O
for O O
homosexuals O O
to O O
16 O O
, O O
reducing O O
it O O
instead O O
from O O
21 O O
to O O
18 O O
. O O
Homosexual O O
sex O O
between O O
adults O O
ceased O O
to O O
be O O
a O O
crime O O
in O O
Britain O O
three O O
decades O O
ago O O
. O O
PHOENIX O O
( O O
AP O O
) O O
_ O O
Boise O O
State O O
coach O O
Dirk O O
Koetter O O
, O O
who O O
just O O
a O O
day O O
earlier O O
was O O
reportedly O O
headed O O
for O O
Oklahoma O O
State O O
, O O
has O O
agreed O O
to O O
a O O
contract O O
to O O
coach O O
Arizona O O
State O O
. O O
Oklahoma O O
State O O
athletic O O
director O O
Terry O O
Don O O
Phillips O O
confirmed O O
Koetter O O
' O O
s O O
decision O O
in O O
a O O
news O O
release O O
issued O O
Friday O O
night O O
. O O
` O O
` O O
Coach O O
Koetter O O
informed O O
me O O
at O O
approximately O O
7 O O
p O O
. O O
m O O
. O O
( O O
CST O O
) O O
tonight O O
that O O
he O O
had O O
been O O
tendered O O
an O O
offer O O
from O O
Arizona O O
State O O
University O O
and O O
had O O
accepted O O
, O O
' O O
' O O
Phillips O O
said O O
. O O
Koetter O O
, O O
41 O O
, O O
replaces O O
Bruce O O
Snyder O O
, O O
who O O
was O O
fired O O
after O O
nine O O
seasons O O
. O O
Snyder O O
will O O
coach O O
Arizona O O
State O O
in O O
a O O
bowl O O
game O O
, O O
most O O
likely O O
the O O
Las O O
Vegas O O
Bowl O O
. O O
The O O
Daily O O
Oklahoman O O
and O O
several O O
TV O O
and O O
radio O O
stations O O
in O O
Oklahoma O O
had O O
reported O O
Thursday O O
and O O
Friday O O
that O O
Koetter O O
had O O
accepted O O
the O O
Oklahoma O O
State O O
job O O
. O O
But O O
Phillips O O
never O O
confirmed O O
those O O
reports O O
, O O
and O O
Koetter O O
would O O
not O O
comment O O
on O O
any O O
job O O
possibilities O O
at O O
Boise O O
State O O
' O O
s O O
practice O O
Friday O O
. O O
Koetter O O
said O O
earlier O O
in O O
the O O
week O O
he O O
had O O
interviewed O O
with O O
Phillips O O
and O O
with O O
Arizona O O
State O O
athletic O O
director O O
Gene O O
Smith O O
. O O
Koetter O O
is O O
considered O O
one O O
of O O
the O O
country O O
' O O
s O O
top O O
young O O
coaching O O
prospects O O
. O O
Using O O
an O O
innovative O O
, O O
wide O O
- O O
open O O
offense O O
, O O
he O O
guided O O
Boise O O
State O O
to O O
a O O
25 O O
- O O
10 O O
record O O
in O O
three O O
seasons O O
. O O
His O O
first O O
team O O
went O O
6 O O
- O O
5 O O
, O O
followed O O
by O O
last O O
year O O
' O O
s O O
10 O O
- O O
3 O O
record O O
, O O
which O O
included O O
a O O
34 O O
- O O
31 O O
victory O O
over O O
Louisville O O
in O O
the O O
Humanitarian O O
Bowl O O
. O O
This O O
year O O
' O O
s O O
team O O
is O O
9 O O
- O O
2 O O
, O O
with O O
its O O
only O O
losses O O
38 O O
- O O
31 O O
at O O
Arkansas O O
and O O
42 O O
- O O
25 O O
at O O
Washington O O
State O O
. O O
Koetter O O
may O O
not O O
have O O
been O O
Arizona O O
State O O
' O O
s O O
top O O
choice O O
. O O
Phoenix O O
radio O O
station O O
KMVP O O
reported O O
Friday O O
that O O
Smith O O
had O O
quietly O O
been O O
working O O
on O O
a O O
deal O O
with O O
TCU O O
coach O O
Dennis O O
Franchione O O
that O O
would O O
have O O
matched O O
the O O
one O O
offered O O
by O O
Alabama O O
. O O
But O O
Franchione O O
apparently O O
couldn O O
' O O
t O O
resist O O
the O O
lure O O
of O O
one O O
of O O
college O O
football O O
' O O
s O O
most O O
storied O O
programs O O
. O O
While O O
most O O
of O O
the O O
recent O O
speculation O O
centered O O
on O O
Koetter O O
, O O
there O O
was O O
pressure O O
from O O
some O O
Arizona O O
State O O
boosters O O
to O O
hire O O
Danny O O
White O O
, O O
the O O
former O O
Arizona O O
State O O
and O O
Dallas O O
Cowboys O O
quarterback O O
who O O
coaches O O
the O O
Arizona O O
Rattlers O O
of O O
the O O
Arena O O
Football O O
League O O
. O O
Snyder O O
was O O
fired O O
after O O
his O O
teams O O
went O O
6 O O
- O O
6 O O
last O O
year O O
and O O
6 O O
- O O
5 O O
this O O
season O O
. O O
WHITE O O
SULPHUR O O
SPRINGS O O
, O O
W O O
. O O
Va O O
. O O
( O O
AP O O
) O O
_ O O
Republican O O
Rep O O
. O O
J O O
. O O
C O O
. O O
Watts O O
joked O O
Saturday O O
night O O
that O O
he O O
had O O
revised O O
returns O O
on O O
the O O
presidential O O
election O O
: O O
` O O
` O O
Al O O
Gore O O
, O O
9,834 O O
lawsuits O O
. O O
George O O
W O O
. O O
Bush O O
, O O
7,652 O O
. O O
' O O
' O O
Watts O O
, O O
chairman O O
of O O
the O O
House O O
Republican O O
Conference O O
, O O
bantered O O
about O O
the O O
Florida O O
election O O
dispute O O
in O O
a O O
speech O O
prepared O O
for O O
a O O
dinner O O
of O O
The O O
Gridiron O O
Club O O
at O O
the O O
Greenbrier O O
Hotel O O
. O O
` O O
` O O
I O O
knew O O
things O O
had O O
really O O
deteriorated O O
when O O
Yasser O O
Arafat O O
offered O O
to O O
broker O O
a O O
peace O O
between O O
Bush O O
and O O
Gore O O
, O O
' O O
' O O
Watts O O
said O O
. O O
The O O
Gridiron O O
Club O O
is O O
an O O
organization O O
of O O
60 O O
Washington O O
journalists O O
. O O
Its O O
dinners O O
feature O O
parodies O O
of O O
politics O O
and O O
government O O
, O O
and O O
humorous O O
speeches O O
by O O
political O O
figures O O
. O O
Watts O O
noted O O
that O O
the O O
presidential O O
election O O
of O O
1876 O O
was O O
so O O
disputed O O
that O O
a O O
congressional O O
commission O O
was O O
created O O
to O O
settle O O
it O O
. O O
` O O
` O O
I O O
didn O O
' O O
t O O
know O O
this O O
until O O
Strom O O
Thurmond O O
told O O
me O O
he O O
cast O O
the O O
deciding O O
vote O O
. O O
` O O
` O O
Strom O O
will O O
be O O
98 O O
next O O
Tuesday O O
, O O
' O O
' O O
Watts O O
said O O
. O O
` O O
` O O
Of O O
course O O
, O O
he O O
was O O
only O O
67 O O
when O O
the O O
recount O O
of O O
Florida O O
ballots O O
began O O
. O O
' O O
' O O
Watts O O
said O O
he O O
had O O
fond O O
memories O O
of O O
Florida O O
because O O
he O O
was O O
the O O
quarterback O O
when O O
the O O
University O O
of O O
Oklahoma O O
won O O
the O O
Orange O O
Bowl O O
there O O
in O O
1980 O O
and O O
1981 O O
. O O
` O O
` O O
But O O
our O O
victory O O
in O O
' O O
81 O O
was O O
by O O
a O O
single O O
point O O
and O O
it O O
was O O
weeks O O
before O O
it O O
was O O
confirmed O O
, O O
' O O
' O O
he O O
said O O
. O O
` O O
` O O
By O O
the O O
way O O
, O O
I O O
recently O O
learned O O
Al O O
Gore O O
was O O
pulling O O
for O O
Florida O O
State O O
and O O
demanded O O
a O O
recount O O
. O O
' O O
' O O
As O O
is O O
traditional O O
in O O
Gridiron O O
speeches O O
, O O
Watts O O
concluded O O
on O O
a O O
serious O O
note O O
. O O
` O O
` O O
Once O O
- O O
in O O
- O O
a O O
- O O
century O O
oddities O O
may O O
leave O O
an O O
election O O
result O O
up O O
in O O
the O O
air O O
for O O
a O O
time O O
, O O
but O O
the O O
fundamental O O
strength O O
of O O
our O O
democracy O O
is O O
never O O
in O O
doubt O O
, O O
' O O
' O O
he O O
said O O
. O O
` O O
` O O
Better O O
a O O
process O O
driven O O
by O O
an O O
army O O
of O O
lawyers O O
than O O
an O O
outrage O O
led O O
by O O
an O O
army O O
with O O
guns O O
, O O
' O O
' O O
he O O
said O O
. O O
WASHINGTON O O
( O O
AP O O
) O O
_ O O
Fossil O O
remains O O
of O O
a O O
120 O O
million O O
- O O
year O O
- O O
old O O
bird O O
with O O
unique O O
feathers O O
cast O O
doubt O O
on O O
the O O
theory O O
of O O
birds O O
evolving O O
from O O
dinosaurs O O
, O O
some O O
experts O O
say O O
, O O
but O O
others O O
disagree O O
. O O
Two O O
Chinese O O
researchers O O
report O O
that O O
a O O
fossil O O
called O O
Protopteryx O O
_ O O
from O O
a O O
group O O
of O O
flying O O
animals O O
called O O
Enantiornithine O O
_ O O
includes O O
feathers O O
that O O
are O O
different O O
from O O
those O O
of O O
all O O
other O O
known O O
fossil O O
and O O
modern O O
feathers O O
. O O
Fucheng O O
Zhang O O
and O O
Zhonghe O O
Zhou O O
of O O
the O O
Chinese O O
Academy O O
of O O
Sciences O O
suggest O O
in O O
the O O
journal O O
Science O O
that O O
the O O
discovery O O
supports O O
the O O
idea O O
that O O
feathers O O
evolved O O
from O O
scales O O
, O O
like O O
those O O
found O O
in O O
reptiles O O
. O O
The O O
study O O
was O O
to O O
be O O
published O O
Friday O O
. O O
Some O O
researchers O O
who O O
oppose O O
the O O
idea O O
that O O
birds O O
evolved O O
from O O
dinosaurs O O
embraced O O
the O O
new O O
fossil O O
as O O
proof O O
that O O
birds O O
and O O
dinosaurs O O
evolved O O
independently O O
from O O
a O O
common O O
reptilian O O
ancestor O O
. O O
But O O
others O O
say O O
Protopteryx O O
adds O O
nothing O O
to O O
the O O
dino O O
- O O
bird O O
debate O O
. O O
` O O
` O O
There O O
is O O
nothing O O
in O O
the O O
skeleton O O
of O O
this O O
bird O O
that O O
disputes O O
the O O
dinosaur O O
origin O O
of O O
birds O O
, O O
' O O
' O O
said O O
Thomas O O
R O O
. O O
Holtz O O
Jr O O
. O O
, O O
a O O
University O O
of O O
Maryland O O
paleobiologist O O
and O O
specialists O O
on O O
bird O O
evolution O O
. O O
The O O
fact O O
that O O
this O O
Protopteryx O O
has O O
these O O
weird O O
flat O O
feathers O O
really O O
doesn O O
' O O
t O O
affect O O
that O O
issue O O
. O O
Alan O O
Feduccia O O
, O O
an O O
evolutionary O O
biologist O O
at O O
the O O
University O O
of O O
North O O
Carolina O O
, O O
said O O
the O O
Chinese O O
study O O
of O O
Protopteryx O O
is O O
a O O
hot O O
paper O O
. O O
. O O
. O O
that O O
directly O O
contradicts O O
the O O
idea O O
that O O
birds O O
evolved O O
from O O
dinosaurs O O
. O O
The O O
new O O
fossil O O
was O O
unveiled O O
the O O
day O O
after O O
researchers O O
announced O O
that O O
another O O
ancient O O
Chinese O O
bird O O
, O O
called O O
Microraptor O O
zhaoianus O O
, O O
supported O O
the O O
dinosaur O O
origin O O
of O O
birds O O
. O O
In O O
the O O
study O O
, O O
Zhang O O
and O O
Zhou O O
described O O
the O O
feather O O
and O O
bone O O
structure O O
found O O
in O O
a O O
fossil O O
of O O
a O O
starling O O
- O O
sized O O
bird O O
uncovered O O
in O O
northern O O
China O O
, O O
the O O
site O O
of O O
many O O
dinosaur O O
fossil O O
finds O O
. O O
The O O
Chinese O O
researchers O O
said O O
the O O
feathers O O
have O O
some O O
of O O
the O O
characteristics O O
of O O
modern O O
feathers O O
, O O
but O O
the O O
structure O O
is O O
more O O
primitive O O
than O O
feathers O O
found O O
on O O
Archaeopteryx O O
, O O
the O O
earliest O O
known O O
bird O O
. O O
Archaeopteryx O O
appeared O O
about O O
145 O O
million O O
years O O
ago O O
, O O
while O O
Protopteryx O O
was O O
dated O O
as O O
more O O
recent O O
, O O
about O O
120 O O
million O O
years O O
ago O O
. O O
Microraptor O O
, O O
which O O
was O O
about O O
the O O
size O O
of O O
a O O
crow O O
, O O
lived O O
about O O
125 O O
million O O
years O O
ago O O
. O O
Some O O
elements O O
of O O
the O O
Protopteryx O O
wing O O
bone O O
and O O
muscle O O
structure O O
match O O
those O O
of O O
modern O O
birds O O
, O O
said O O
Zhang O O
and O O
Zhou O O
, O O
but O O
the O O
wing O O
retains O O
a O O
claw O O
found O O
on O O
some O O
primitive O O
birdlike O O
animals O O
. O O
In O O
modern O O
birds O O
, O O
that O O
claw O O
has O O
disappeared O O
and O O
been O O
replaced O O
with O O
a O O
structure O O
that O O
adds O O
lift O O
to O O
the O O
wing O O
. O O
Nonetheless O O
, O O
Protopteryx O O
is O O
thought O O
to O O
have O O
been O O
a O O
competent O O
flier O O
. O O
Most O O
dinosaur O O
researchers O O
believe O O
birds O O
evolved O O
150 O O
to O O
180 O O
million O O
years O O
ago O O
from O O
a O O
dinosaur O O
group O O
called O O
Theropods O O
. O O
Researchers O O
cite O O
fundamental O O
skeleton O O
similarities O O
to O O
support O O
the O O
theory O O
. O O
The O O
evolution O O
of O O
feathers O O
, O O
however O O
, O O
has O O
been O O
less O O
clear O O
. O O
Some O O
experts O O
believe O O
feathers O O
evolved O O
specifically O O
to O O
support O O
flight O O
, O O
while O O
others O O
say O O
feathers O O
evolved O O
first O O
to O O
provide O O
warmth O O
or O O
protection O O
from O O
water O O
. O O
Fossils O O
of O O
three O O
theropods O O
bear O O
hairlike O O
images O O
that O O
some O O
say O O
could O O
be O O
the O O
early O O
precursors O O
to O O
feathers O O
. O O
But O O
Feduccia O O
dismisses O O
the O O
theropod O O
hair O O
as O O
` O O
` O O
dino O O
fuzz O O
' O O
' O O
and O O
cites O O
the O O
Zhang O O
