Bandar B-Bandar_Seri_Begawan B-Bandar_Seri_Begawan
apologize O O
to O O
America B-United_States B-United_States
. O O
I O O
was O O
duped O O
. O O
Ralph O O
Nader O O
's O O
enjoyment O O
of O O
all O O
of O O
this O O
is O O
an O O
indication O O
of O O
a O O
man O O
more O O
concerned O O
with O O
vindictive O O
politics O O
than O O
the O O
future O O
of O O
our O O
country O O
and O O
planet O O
. O O
I O O
am O O
no O O
longer O O
a O O
member O O
of O O
the O O
Green O O
Party O O
. O O
Instead O O
, O O
I O O
'm O O
a O O
member O O
of O O
the O O
green O O
movement O O
_ O O
a O O
movement O O
without O O
Ralph O O
Nader O O
. O O
'' O O
Or O O
this O O
one O O
, O O
also O O
posted O O
Thursday O O
morning O O
, O O
from O O
`` O O
Noni O O
'' O O
: O O
`` O O
I O O
saw O O
an O O
interview O O
with O O
Ralph O O
Nader O O
today O O
and O O
he O O
seemed O O
to O O
be O O
enjoying O O
what O O
has O O
happened O O
! O O
I O O
've O O
never O O
seen O O
him O O
smile O O
so O O
broadly O O
. O O
I O O
regret O O
my O O
support O O
. O O
Nader O O
, O O
you O O
're O O
a O O
well-intending O O
man O O
and O O
I O O
agree O O
with O O
most O O
of O O
your O O
positions O O
. O O
But O O
the O O
symbolic O O
run O O
for O O
the O O
White B-White_House B-White_House
House I-White_House I-White_House
has O O
destroyed O O
our O O
Party O O
and O O
our O O
cause O O
. O O
Very O O
bad O O
things O O
are O O
in O O
our O O
future O O
. O O
You O O
should O O
not O O
be O O
smiling O O
. O O
And O O
we O O
, O O
the O O
misled O O
, O O
should O O
feel O O
shame O O
for O O
what O O
we O O
've O O
done O O
. O O
'' O O
The O O
remarks O O
expressed O O
fears O O
that O O
votes O O
for O O
Nader O O
may O O
have O O
put O O
Gov. O O
George O O
W. O O
Bush O O
in O O
a O O
position O O
to O O
defeat O O
Vice O O
President O O
Al O O
Gore O O
. O O
In O O
Florida B-Florida B-Florida
, O O
where O O
Gore O O
trailed O O
Bush O O
by O O
only O O
a O O
few O O
hundred O O
votes O O
Thursday O O
, O O
a O O
shift O O
of O O
just O O
a O O
fraction O O
of O O
Nader O O
's O O
95,000 O O
votes O O
could O O
have O O
given O O
the O O
state O O
, O O
and O O
the O O
White O O
House O O
, O O
to O O
Gore O O
, O O
the O O
most O O
likely O O
major-party O O
alternative O O
for O O
Nader O O
's O O
supporters O O
. O O
John O O
Ruth O O
, O O
for O O
example O O
, O O
wrote O O
on O O
the O O
Nader2000 O O
site O O
Thursday O O
morning O O
that O O
he O O
voted O O
for O O
Nader O O
because O O
he O O
thought O O
they O O
`` O O
shared O O
a O O
common O O
goal O O
'' O O
but O O
that O O
he O O
was O O
now O O
regretting O O
it O O
. O O
`` O O
Gore O O
( O O
despite O O
what O O
you O O
have O O
said O O
) O O
is O O
NOT O O
an O O
environmental O O
clone O O
of O O
G.W. O O
Bush O O
. O O
Because O O
of O O
your O O
actions O O
and O O
statements O O
prior O O
to O O
Nov. O O
7th O O
, O O
we O O
are O O
on O O
the O O
brink O O
of O O
a O O
Bush O O
presidency O O
. O O
No O O
money O O
, O O
no O O
support O O
, O O
no O O
respect O O
for O O
you O O
, O O
Ralph O O
, O O
ever O O
again O O
! O O
'' O O
And O O
in O O
Oregon B-Oregon B-Oregon
, O O
a O O
state O O
that O O
was O O
still O O
too O O
close O O
to O O
call O O
Thursday O O
afternoon O O
, O O
Nader O O
won O O
about O O
5 O O
percent O O
of O O
the O O
vote O O
_ O O
enough O O
to O O
cause O O
some O O
Nader O O
voters O O
to O O
feel O O
morning-after O O
qualms O O
. O O
Julie O O
Quastler O O
, O O
28 O O
, O O
who O O
voted O O
for O O
Nader O O
in O O
Portland B-Portland,_Oregon B-Portland,_Oregon
, O O
said O O
on O O
Wednesday O O
that O O
she O O
was O O
feeling O O
`` O O
a O O
little O O
alarmed O O
and O O
disappointed O O
'' O O
that O O
Bush O O
seemed O O
on O O
the O O
brink O O
of O O
winning O O
the O O
presidency O O
_ O O
suggesting O O
that O O
she O O
did O O
not O O
accept O O
Nader O O
's O O
assertion O O
that O O
the O O
two O O
parties O O
were O O
equally O O
bad O O
. O O
`` O O
I O O
'm O O
just O O
so O O
sad O O
, O O
'' O O
she O O
said O O
. O O
`` O O
Bush O O
is O O
probably O O
going O O
to O O
be O O
our O O
president O O
and O O
Nader O O
did O O
n't O O
get O O
his O O
5 O O
percent O O
. O O
It O O
seems O O
like O O
a O O
lose-lose O O
end O O
result O O
in O O
some O O
ways O O
. O O
'' O O
Winning O O
5 O O
percent O O
of O O
the O O
vote O O
nationwide O O
would O O
have O O
qualified O O
the O O
Green O O
Party O O
for O O
millions O O
of O O
dollars O O
in O O
federal O O
campaign O O
funds O O
in O O
2004 O O
. O O
But O O
Quastler O O
, O O
the O O
development O O
director O O
for O O
a O O
nonprofit O O
cafe O O
, O O
said O O
she O O
did O O
not O O
feel O O
guilty O O
about O O
her O O
vote O O
. O O
`` O O
I O O
voted O O
for O O
Nader O O
because O O
he O O
was O O
most O O
aligned O O
with O O
my O O
values O O
, O O
'' O O
she O O
said O O
. O O
Of O O
course O O
, O O
there O O
were O O
also O O
countless O O
verbal O O
high-fives O O
among O O
Nader O O
supporters O O
Thursday O O
who O O
felt O O
the O O
Green O O
Party O O
had O O
sent O O
a O O
bracing O O
wake-up O O
call O O
to O O
the O O
two O O
major O O
parties O O
. O O
`` O O
Stand O O
tall O O
and O O
proud O O
, O O
fellow O O
Nader O O
supporters O O
, O O
'' O O
said O O
one O O
message O O
on O O
the O O
Nader2000 O O
site O O
signed O O
GO O O
LOOK O O
ELSEWHERE O O
FOR O O
SCAPEGOATS O O
. O O
`` O O
We O O
fought O O
the O O
good O O
fight O O
for O O
what O O
we O O
believed O O
in O O
. O O
This O O
does O O
not O O
make O O
us O O
villains O O
. O O
'' O O
Such O O
sentiments O O
seemed O O
particularly O O
strong O O
in O O
Florida O O
. O O
Dorothy O O
Byrne O O
, O O
a O O
state O O
coordinator O O
for O O
the O O
Florida O O
Green B-Green_Party_of_Florida O
Party I-Green_Party_of_Florida O
, O O
said O O
she O O
had O O
been O O
inundated O O
with O O
angry O O
phone O O
calls O O
and O O
e-mails O O
from O O
Democrats O O
, O O
but O O
has O O
yet O O
to O O
receive O O
one O O
regretful O O
note O O
from O O
a O O
Nader O O
voter O O
. O O
`` O O
I O O
can O O
see O O
positives O O
for O O
the O O
Greens O O
with O O
either O O
Bush O O
or O O
Gore O O
being O O
president O O
, O O
'' O O
she O O
said O O
. O O
`` O O
If O O
Gore O O
was O O
in O O
, O O
we O O
would O O
n't O O
have O O
to O O
worry O O
about O O
women O O
's O O
reproductive O O
rights O O
. O O
But O O
his O O
record O O
on O O
the O O
environment O O
is O O
so O O
abysmal O O
I O O
do O O
n't O O
see O O
how O O
Bush O O
can O O
be O O
any O O
worse O O
. O O
'' O O
Barbara O O
Lange O O
, O O
the O O
Everglades O O
chairwoman O O
for O O
the O O
Florida O O
chapter O O
of O O
the O O
Sierra B-Sierra_Club B-Sierra_Club
Club I-Sierra_Club I-Sierra_Club
, O O
said O O
she O O
and O O
other O O
environmentalists O O
voted O O
for O O
Nader O O
because O O
Gore O O
had O O
not O O
taken O O
a O O
stand O O
against O O
the O O
development O O
of O O
a O O
commercial O O
airport O O
near O O
the O O
Everglades O O
. O O
`` O O
I O O
voted O O
my O O
conscience O O
, O O
'' O O
she O O
said O O
. O O
`` O O
And O O
I O O
'm O O
okay O O
with O O
that O O
. O O
'' O O
Patricia O O
Newell O O
, O O
an O O
organizer O O
for O O
Nader O O
at O O
the O O
University B-University_of_Florida B-University_of_Florida
of I-University_of_Florida I-University_of_Florida
Florida I-University_of_Florida I-University_of_Florida
in O O
Gainesville B-Gainesville,_Florida B-Gainesville,_Florida
, O O
said O O
that O O
Nader O O
had O O
won O O
far O O
fewer O O
votes O O
in O O
Florida O O
than O O
his O O
supporters O O
had O O
expected O O
_ O O
due O O
, O O
she O O
said O O
, O O
to O O
`` O O
scare O O
tactics O O
'' O O
by O O
the O O
Democrats O O
. O O
`` O O
Anyone O O
who O O
voted O O
with O O
Nader O O
on O O
Tuesday O O
knew O O
exactly O O
what O O
they O O
were O O
doing O O
, O O
'' O O
she O O
said O O
. O O
`` O O
On O O
the O O
contrary O O
to O O
feeling O O
guilty O O
, O O
they O O
feel O O
very O O
good O O
about O O
sticking O O
with O O
the O O
candidate O O
that O O
they O O
felt O O
was O O
best O O
. O O
'' O O
DOCEND O O
WORLD O O
' O O
&LR; O O
&QL; O O
&UR; O O
By O O
STUART O O
ELLIOTT O O
&LR; O O
&QC; O O
&QL; O O
&UR; O O
c. O O
2000 O O
N.Y. O O
Times O O
News O O
Service O O
&LR; O O
&QC; O O
&QL; O O
It O O
's O O
time O O
again O O
to O O
ask O O
20 O O
questions O O
about O O
advertising O O
, O O
marketing O O
and O O
the O O
media O O
. O O
_ O O
Will O O
Americans O O
ever O O
refer O O
to O O
the O O
day O O
before O O
Thanksgiving O O
as O O
`` O O
Thanksgiving O O
Wednesday O O
, O O
'' O O
as O O
ABC B-American_Broadcasting_Company B-American_Broadcasting_Company
did O O
repeatedly O O
this O O
week O O
in O O
commercials O O
promoting O O
its O O
Wednesday O O
sitcoms O O
`` O O
The O O
Drew O O
Carey O O
Show O O
'' O O
and O O
`` O O
Spin O O
City O O
'' O O
? O O
_ O O
If O O
a O O
Hollywood O O
studio O O
makes O O
a O O
movie O O
about O O
the O O
Florida O O
election O O
standoff O O
, O O
would O O
the O O
title O O
be O O
`` O O
It O O
's O O
a O O
Chad O O
, O O
Chad O O
, O O
Chad O O
, O O
Chad O O
World O O
'' O O
? O O
_ O O
How O O
many O O
readers O O
of O O
The O O
Wall O O
Street O O
Journal O O
noticed O O
that O O
an O O
article O O
on O O
Wednesday O O
carrying O O
the O O
headline O O
`` O O
Genetically O O
Altered O O
Protein O O
Is O O
Found O O
in O O
Still O O
More O O
Corn O O
'' O O
ran O O
adjacent O O
to O O
an O O
advertisement O O
for O O
a O O
golf O O
tournament O O
on O O
Fox B-Fox_Sports_(United_States) B-Fox_Sports_(United_States)
Sports I-Fox_Sports_(United_States) I-Fox_Sports_(United_States)
sponsored O O
by O O
Sun B-Sun_Microsystems B-Sun_Microsystems
Microsystems I-Sun_Microsystems I-Sun_Microsystems
that O O
featured O O
a O O
fanciful O O
photograph O O
of O O
a O O
gigantic O O
ear O O
of O O
corn O O
as O O
big O O
as O O
a O O
Buick O O
? O O
_ O O
Does O O
n't O O
a O O
new O O
television O O
commercial O O
for O O
Fidelity B-Fidelity_Investments B-Fidelity_Investments
Investments I-Fidelity_Investments I-Fidelity_Investments
, O O
centered O O
on O O
a O O
telephone O O
conversation O O
between O O
a O O
female O O
employee O O
and O O
a O O
male O O
customer O O
, O O
resemble O O
a O O
Citibank O O
campaign O O
from O O
the O O
late O O
1980s O O
that O O
was O O
so O O
brilliantly O O
parodied O O
as O O
the O O
`` O O
First O O
Citiwide O O
Change O O
Bank O O
'' O O
commercials O O
on O O
`` O O
Saturday O O
Night O O
Live O O
'' O O
? O O
_ O O
Did O O
shoppers O O
at O O
the O O
New O O
York O O
supermarket O O
chain O O
Gristede O O
's O O
rush O O
to O O
take O O
advantage O O
of O O
a O O
recent O O
sale O O
on O O
the O O
`` O O
BIG O O
150-count O O
box O O
'' O O
of O O
Scotties O O
facial O O
tissues O O
, O O
or O O
did O O
they O O
recall O O
that O O
Scotties O O
has O O
usually O O
come O O
in O O
a O O
175-count O O
box O O
? O O
_ O O
Can O O
Ocean B-Ocean_Spray_(cooperative) O
Spray I-Ocean_Spray_(cooperative) O
Cranberries I-Ocean_Spray_(cooperative) O
get O O
a O O
refund O O
on O O
a O O
full-page O O
ad O O
that O O
ran O O
in O O
newspapers O O
on O O
Nov. O O
8 O O
and O O
carried O O
the O O
headline O O
`` O O
Now O O
That O O
the O O
Election O O
Is O O
Over O O
, O O
You O O
Can O O
Focus O O
on O O
Some O O
Real O O
News O O
'' O O
? O O
_ O O
Was O O
it O O
a O O
coincidence O O
that O O
an O O
ad O O
for O O
the O O
Carnation O O
Coffee-mate O O
line O O
of O O
coffee O O
creamers O O
in O O
the O O
recent O O
issue O O
of O O
In B-InStyle O
Style I-InStyle O
Entertaining I-InStyle O
2000 I-InStyle O
magazine I-InStyle O
ran O O
opposite O O
an O O
article O O
about O O
`` O O
great O O
trends O O
'' O O
in O O
party-giving O O
that O O
began O O
by O O
describing O O
carnations O O
as O O
`` O O
the O O
chic O O
flower O O
of O O
the O O
moment O O
'' O O
? O O
_ O O
Should O O
an O O
English O O
teacher O O
have O O
been O O
consulted O O
before O O
the O O
Tropicana O O
division O O
of O O
PepsiCo B-PepsiCo B-PepsiCo
produced O O
posters O O
that O O
described O O
its O O
Pure O O
Premium O O
orange O O
juice O O
as O O
being O O
`` O O
as O O
packed O O
with O O
Vitamin O O
C O O
as O O
a O O
bus O O
on O O
a O O
rainy O O
day O O
'' O O
? O O
_ O O
Will O O
Jack B-Jack_Nicholson B-Jack_Nicholson
Nicholson I-Jack_Nicholson I-Jack_Nicholson
, O O
Helen B-Helen_Hunt B-Helen_Hunt
Hunt I-Helen_Hunt I-Helen_Hunt
, O O
Greg B-Greg_Kinnear B-Greg_Kinnear
Kinnear I-Greg_Kinnear I-Greg_Kinnear
and O O
James B-James_L._Brooks B-James_L._Brooks
L. I-James_L._Brooks I-James_L._Brooks
Brooks I-James_L._Brooks I-James_L._Brooks
complain O O
about O O
an O O
ad O O
from O O
Campbell B-Campbell_Soup_Company O
Soup I-Campbell_Soup_Company O
Co I-Campbell_Soup_Company O
. O O
for O O
Campbell O O
's O O
Cream O O
of O O
Mushroom O O
soup O O
that O O
carried O O
the O O
slogan O O
`` O O
As O O
m O O
'm O O
! O O
m O O
'm O O
! O O
good O O
! O O
as O O
it O O
gets O O
'' O O
? O O
_ O O
Now O O
that O O
the O O
Roundabout B-Roundabout_Theatre_Company B-Roundabout_Theatre_Company
Theater I-Roundabout_Theatre_Company I-Roundabout_Theatre_Company
Company I-Roundabout_Theatre_Company I-Roundabout_Theatre_Company
is O O
calling O O
its O O
new O O
facility O O
in O O
Times B-Times_Square B-Times_Square
Square I-Times_Square I-Times_Square
the O O
American O O
Airlines O O
Theater O O
, O O
will O O
the O O
ushers O O
give O O
out O O
peanuts O O
instead O O
of O O
Playbills O O
? O O
_ O O
Why O O
did O O
the O O
Reader B-Reader's_Digest_Association B-Reader's_Digest_Association
's I-Reader's_Digest_Association I-Reader's_Digest_Association
Digest I-Reader's_Digest_Association I-Reader's_Digest_Association
Association I-Reader's_Digest_Association I-Reader's_Digest_Association
go O O
to O O
the O O
trouble O O
of O O
airbrushing O O
the O O
identifying O O
information O O
from O O
a O O
label O O
on O O
a O O
pair O O
of O O
jeans O O
worn O O
by O O
a O O
man O O
in O O
a O O
photograph O O
featured O O
in O O
an O O
ad O O
for O O
Reader B-Reader's_Digest B-Reader's_Digest
's I-Reader's_Digest I-Reader's_Digest
Digest I-Reader's_Digest I-Reader's_Digest
magazine I-Reader's_Digest O
, O O
but O O
leave O O
the O O
red O O
tab O O
on O O
the O O
back O O
pocket O O
that O O
tells O O
everyone O O
the O O
pants O O
are O O
Levi B-Levi_Strauss_&_Co. B-Levi
's O O
? O O
_ O O
Do O O
television O O
commercials O O
for O O
prescription O O
drugs O O
disclose O O
that O O
side O O
effects O O
in O O
tests O O
were O O
no O O
worse O O
`` O O
than O O
a O O
sugar O O
pill O O
'' O O
because O O
research O O
found O O
that O O
consumers O O
were O O
n't O O
familiar O O
with O O
the O O
word O O
`` O O
placebo O O
'' O O
? O O
_ O O
What O O
was O O
in O O
the O O
zeitgeist O O
that O O
led O O
two O O
disparate O O
advertisers O O
_ O O
Empire B-Blue_Cross_Blue_Shield_Association B-Blue_Cross_Blue_Shield_Association
Blue I-Blue_Cross_Blue_Shield_Association I-Blue_Cross_Blue_Shield_Association
Cross I-Blue_Cross_Blue_Shield_Association I-Blue_Cross_Blue_Shield_Association
Blue I-Blue_Cross_Blue_Shield_Association I-Blue_Cross_Blue_Shield_Association
Shield I-Blue_Cross_Blue_Shield_Association I-Blue_Cross_Blue_Shield_Association
and O O
the O O
MSN B-MSN B-MSN
network I-MSN O
of O O
Microsoft B-Microsoft B-Microsoft
_ O O
to O O
introduce O O
about O O
the O O
same O O
time O O
campaigns O O
centered O O
on O O
butterflies O O
? O O
_ O O
And O O
what O O
was O O
in O O
the O O
zeitgeist O O
that O O
led O O
two O O
automotive O O
marketers O O
_ O O
Land B-Land_Rover B-Land_Rover
Rover I-Land_Rover I-Land_Rover
and O O
Volvo B-Volvo B-Volvo
_ O O
to O O
introduce O O
about O O
the O O
same O O
time O O
commercials O O
centered O O
on O O
drivers O O
rescuing O O
animals O O
on O O
rainy O O
roads O O
? O O
_ O O
Are O O
folks O O
old O O
enough O O
to O O
remember O O
the O O
heyday O O
of O O
the O O
radio O O
and O O
television O O
personality O O
Arthur O O
Godfrey O O
reminded O O
of O O
his O O
longtime O O
greeting O O
, O O
`` O O
How O O
are O O
ya O O
? O O
, O O
'' O O
every O O
time O O
they O O
hear O O
the O O
name O O
of O O
the O O
new O O
Lucent O O
Technologies O O
spinoff O O
company O O
, O O
Avaya O O
Communication O O
? O O
_ O O
How O O
appealing O O
was O O
a O O
recent O O
offer O O
made O O
by O O
Sprint O O
Communications O O
Co O O
. O O
to O O
give O O
buyers O O
of O O
a O O
Sprint O O
PCS O O
telephone O O
and O O
a O O
calling O O
plan O O
a O O
free O O
`` O O
pre-owned O O
phone O O
'' O O
? O O
_ O O
Was O O
it O O
an O O
inside O O
joke O O
that O O
the O O
name O O
of O O
the O O
character O O
played O O
by O O
John B-John_Corbett_(actor) B-John_Corbett_(actor)
Corbett I-John_Corbett_(actor) I-John_Corbett_(actor)
on O O
`` O O
Sex O O
and O O
the O O
City O O
, O O
'' O O
Aidan O O
Shaw O O
, O O
was O O
almost O O
identical O O
to O O
the O O
name O O
of O O
a O O
longtime O O
star O O
of O O
gay O O
sex O O
films O O
, O O
Aiden O O
Shaw O O
? O O
_ O O
How O O
many O O
tickets O O
did O O
the O O
Houston B-Houston_Grand_Opera B-Houston_Grand_Opera
Grand I-Houston_Grand_Opera I-Houston_Grand_Opera
Opera I-Houston_Grand_Opera I-Houston_Grand_Opera
sell O O
after O O
mailing O O
out O O
a O O
promotional O O
brochure O O
featuring O O
photographs O O
of O O
cattle O O
with O O
headlines O O
like O O
`` O O
It O O
's O O
udderly O O
fantastic O O
entertainment O O
! O O
'' O O
and O O
`` O O
Great O O
opera O O
. O O
No O O
bull O O
. O O
'' O O
? O O
_ O O
If O O
CBS B-CBS B-CBS
shows O O
the O O
first O O
episode O O
of O O
`` O O
Survivor O O
II O O
'' O O
after O O
its O O
broadcast O O
of O O
Super O O
Bowl O O
XXXV O O
, O O
will O O
the O O
network O O
someday O O
show O O
the O O
first O O
episode O O
of O O
`` O O
Survivor O O
XXXV O O
'' O O
after O O
its O O
broadcast O O
of O O
Super O O
Bowl O O
LXVIII O O
? O O
_ O O
Will O O
cheerful O O
chorus O O
members O O
dressed O O
in O O
V-neck O O
sweaters O O
interrupt O O
their O O
serenades O O
to O O
online O O
shopping O O
long O O
enough O O
to O O
tell O O
an O O
advertising O O
columnist O O
, O O
`` O O
You O O
ask O O
a O O
lot O O
of O O
questions O O
for O O
someone O O
from O O
Brooklyn B-Brooklyn B-Brooklyn
'' O O
? O O
DOCEND O O
Reformist O O
allies O O
of O O
Yugoslav O O
President O O
Vojislav O O
Kostunica O O
have O O
scored O O
a O O
decisive O O
victory O O
in O O
today O O
's O O
Serbian O O
parliamentary O O
elections O O
. O O
The O O
Democratic B-Democratic_Opposition_of_Serbia B-Democratic_Party_(United_States)
opposition I-Democratic_Opposition_of_Serbia O
of O O
Serbia O O
, O O
which O O
supports O O
the O O
President O O
, O O
estimates O O
it O O
has O O
won O O
65 O O
% O O
of O O
the O O
vote O O
. O O
The O O
coalition O O
took O O
power O O
after O O
a O O
popular O O
uprising O O
ousted O O
long O O
time O O
Yugoslav O O
President O O
Slobodan B-Slobodan_Milosevic B-Slobodan_Milošević
Milosevic I-Slobodan_Milosevic I-Slobodan_Milošević
in O O
October O O
. O O
Mr. O O
Milosevic O O
's O O
Socialist B-Socialist_Party_of_Serbia B-Socialist_Party_of_Serbia
Party I-Socialist_Party_of_Serbia I-Socialist_Party_of_Serbia
and O O
its O O
allies O O
won O O
about O O
1/5th O O
of O O
the O O
vote O O
. O O
DOCEND O O
